knesset,session,speaker,party,role,text,subject,sub_subject
,,,,,"דברי הכנסתכט / מושב שני / ישיבות קל""ה–קל""ז /כ""ח–ל' באייר התשפ""ב / 27–29 במאי 2022 / 29חוברת כ""טישיבה קל""ה",מסמכים שהונחו על שולחן הכנסת,
,,מיקי לוי,,"היו""ר","חברי הכנסת, היום כ""ט באייר התשפ""ב, 30 במאי 2022. אני מתכבד לפתוח את מליאת הכנסת.הודעה למזכיר הכנסת, בבקשה.",מסמכים שהונחו על שולחן הכנסת,
,,דן מרזוק,,מזכיר הכנסת,"ברשות יושב-ראש הכנסת, אני מתכבד להודיעכם, כי הונחו היום על שולחן הכנסת –הצעות חוק לדיון מוקדם – החל בהצעת חוק פ/3858/24 וכלה בהצעת חוק פ/3894/24: הצעת חוק זכויות ושירותים לילדים ולבני נוער עם קשיים נפשיים, התשפ""ב–2022, מאת חברת הכנסת עידית סילמן; הצעת חוק הביטוח הלאומי (תיקון – אבטחה במוסד רפואי כעבודה מועדפת), התשפ""ב–2022, מאת חברי הכנסת יוסף שיין, יבגני סובה, יוליה מלינובסקי, אלכס קושניר, לימור מגן תלם ואלינה ברדץ' יאלוב; הצעת חוק בתי המשפט (תיקון – קביעת הרכבים בבית המשפט העליון וקביעת דיון נוסף), התשפ""ב–2022, מאת חבר הכנסת שמחה רוטמן; הצעת חוק הביטוח הלאומי (תיקון – חישוב דיפרנציאלי של קצבת אזרח ותיק), התשפ""ב–2022, מאת חברת הכנסת אפרת רייטן מרום; הצעת חוק שוברים להשלמת לימודי בסיס בחינוך הבלתי-פורמלי, התשפ""ב–2022, מאת חבר הכנסת משה טור פז; הצעת חוק המועצה להשכלה גבוהה (תיקון – הגבלת מחירים ללימוד אנגלית), התשפ""ב–2022, מאת חבר הכנסת מופיד מרעי; הצעת חוק איסור שימוש ברכב ממשלתי לשר וסגן שר ביום המנוחה השבועי ובחג, התשפ""ב–2022, מאת חברי הכנסת עופר כסיף, עאידה תומא סלימאן ואוסאמה סעדי; הצעת חוק-יסוד: ישראל – מדינת הלאום של העם היהודי (תיקון – ביטול החוק), מאת חבר הכנסת עלי סלאלחה; הצעת חוק-יסוד: ישראל – מדינת הלאום של העם היהודי (תיקון – ביטול החוק), מאת חברי הכנסת גבי לסקי ואבתיסאם מראענה; הצעת חוק העונשין (תיקון – איסור הנפת דגל של ישות עוינת), התשפ""ב–2022, מאת חברת הכנסת קטי קטרין שטרית; הצעת חוק לתיקון פקודת התעבורה (תשלום דמי חניה), התשפ""ב–2022, מאת חברת הכנסת נעמה לזימי; הצעת חוק המועצה להשכלה גבוהה (תיקון – ביטול חובת דרישות מבחני כניסה וציון פסיכומטרי), התשפ""ב–2022, מאת חבר הכנסת עלי סלאלחה; הצעת חוק איסור אלימות בספורט (תיקון – מניעת הרחקה גורפת מאירועי ספורט), התשפ""ב–2022, מאת חברת הכנסת גבי לסקי; הצעת חוק הכניסה לישראל (תיקון – הסמכת מבקרים רשמיים לביקור במקום משמורת), התשפ""ב–2022, מאת חברת הכנסת אבתיסאם מראענה; הצעת חוק איסור אלימות בספורט (תיקון – מניעת הרחקה גורפת מאירועי ספורט), התשפ""ב–2022, מאת חבר הכנסת סימון דוידסון; הצעת חוק העונשין (תיקון – החמרת ענישה בשל תקיפת צוות רפואי), התשפ""ב–2022, מאת חברת הכנסת עידית סילמן; הצעת חוק לתיקון פקודת המיסים (גבייה) (חובת יידוע החייב), התשפ""ב–2022, מאת חברת הכנסת מיכל שיר סגמן; הצעת חוק נתוני אשראי (תיקון – תקופת החזקת מידע במאגר), התשפ""ב–2022, מאת חברי הכנסת אוסאמה סעדי ואחמד טיבי; הצעת חוק העונשין (תיקון – הכרה באינוס גברים), התשפ""ב–2022, מאת חברי הכנסת אמילי חיה מואטי, משה טור פז, פטין מולא, מוסי רז, יוראי להב הרצנו ועופר כסיף; הצעת חוק-יסוד: השוויון, מאת חבר הכנסת עלי סלאלחה; הצעת חוק חוזה הביטוח (תיקון – התיישנות וריבית מיוחדת), התשפ""ב–2022, מאת חברי הכנסת אוסאמה סעדי ואחמד טיבי; הצעת חוק לימוד חובה (תיקון – הבטחת פיקוח פרלמנטרי על תשלומי הורים), התשפ""ב–2022, מאת חברי הכנסת עופר כסיף, אחמד טיבי, עאידה תומא סלימאן, אוסאמה סעדי וסמי אבו שחאדה; הצעת חוק התכנון והבנייה (תיקון – בקרת יציבות שלד הבניין), התשפ""ב–2022, מאת חברי הכנסת לימור מגן תלם, יבגני סובה, יוליה מלינובסקי, אלכס קושניר, יוסף שיין ואלינה ברדץ' יאלוב; הצעת חוק התכנון והבנייה (תיקון – מניעת פגיעה בעץ בוגר), התשפ""ב–2022, מאת חבר הכנסת אלון טל; הצעת חוק הקמת חדר מיון בנתיבות, התשפ""ב–2022, מאת חברי הכנסת שלמה קרעי, אופיר אקוניס, דוד אמסלם, יצחק פינדרוס, משה גפני, אורית מלכה סטרוק, יואב קיש, יוסף טייב, אוריאל בוסו, חוה אתי עטייה, קטי קטרין שטרית, אורלי לוי אבקסיס ואופיר סופר; הצעת חוק הקמת חדר מיון בקריית שמונה, התשפ""ב–2022, מאת חברי הכנסת שלמה קרעי, אופיר אקוניס, דוד אמסלם, יצחק פינדרוס, משה גפני, אורית מלכה סטרוק, יואב קיש, יוסף טייב, אוריאל בוסו, חוה אתי עטייה, קטי קטרין שטרית, אורלי לוי אבקסיס ואופיר סופר; הצעת חוק שלילת זכויות למעורב בטרור (תיקוני חקיקה), התשפ""ב–2022, מאת חברת הכנסת קרן ברק; הצעת חוק טיפול בחולי נפש (תיקון – תנאי אשפוז הולמים), התשפ""ב–2022, מאת חברת הכנסת עידית סילמן; הצעת חוק הביטוח הלאומי (תיקון – כפל קצבאות), התשפ""ב–2022, מאת חברי הכנסת אפרת רייטן מרום, ינון אזולאי, יעקב אשר, מיכאל מרדכי ביטון ומיכל רוזין; הצעת חוק רשות שדות התעופה (תיקון – פטור מתשלום אגרה לסטודנטים הלומדים באוניברסיטאות בירדן), התשפ""ב–2022, מאת חברי הכנסת אחמד טיבי ואוסאמה סעדי; הצעת חוק הבטחת הכנסה (תיקון – תוספת לגמלה בעד הילד השלישי ואילך), התשפ""ב–2022, מאת חברת הכנסת נעמה לזימי; הצעת חוק העברת הכנסות מהימורים לתמיכה במרכזי גמילה מהימורים, התשפ""ב–2022, מאת חברי הכנסת אחמד טיבי ואוסאמה סעדי; הצעת חוק איסור מכירת קמינים ושימוש בהם, התשפ""ב–2022, מאת חבר הכנסת אלון טל; הצעת חוק העסקת עובדי חינוך בגני ילדים באמצעות חוזה אישי (תיקוני חקיקה), התשפ""ב–2022, מאת חברת הכנסת שרן מרים השכל; הצעת חוק העונשין (תיקון – עבירות אלימות במתחם הר הבית), התשפ""ב–2022, מאת חברי הכנסת אורית מלכה סטרוק, בצלאל סמוטריץ', ניר ברקת, שמחה רוטמן, יולי יואל אדלשטיין, אופיר סופר, מכלוף מיקי זוהר, מיכל וולדיגר, אופיר אקוניס, דסטה גדי יברקן, מירי מרים רגב, קטי קטרין שטרית, קרן ברק, שלמה קרעי, אמיר אוחנה, חוה אתי עטייה ועידית סילמן; הצעת חוק שכר מינימום (תיקון – העלאת שכר המינימום), התשפ""ב–2022, מאת חברי הכנסת נעמה לזימי, מכלוף מיקי זוהר, עאידה תומא סלימאן, מיכאל מלכיאלי, יצחק פינדרוס, מוסי רז, אורי מקלב, משה אבוטבול, גלעד קריב, רות וסרמן לנדה, עלי סלאלחה, גבי לסקי, יוסף טייב, מאיר פרוש, יואב בן צור, ישראל אייכלר, פטין מולא, משה גפני, מירי מרים רגב, ווליד טאהא, מנסור עבאס, אלון טל, מיכל רוזין, גילה גמליאל, איימן עודה, אוסאמה סעדי, מאזן גנאים, רם שפע, סמי אבו שחאדה, יעקב אשר, משה ארבל, אימאן ח'טיב יאסין, יעקב מרגי, אמילי חיה מואטי, ג'ידא רינאוי זועבי, ינון אזולאי ואורלי לוי אבקסיס; הצעת חוק הסדרת הטיפול בחולי נפש (תיקוני חקיקה), התשפ""ב–2022, מאת חברת הכנסת עידית סילמן.לקריאה ראשונה, מטעם הממשלה: הצעת חוק המכר (דירות) (תיקון מס' 9), התשפ""ב–2022.לקריאה ראשונה, מטעם הכנסת: הצעת חוק הביטוח הלאומי (תיקון מס' (232 (מסלול ברירת מחדל בהפקדות לחיסכון ארוך טווח לילד), התשפ""ב–2022, של חברי הכנסת ינון אזולאי ומשה ארבל; הצעת חוק איסור פרסום מידע לגבי נפגעים, התשפ""ב–2022, של חברי הכנסת יצחק פינדרוס ומוסי רז וקבוצת חברי הכנסת.נוסח מתוקן להצעת חוק דמי מחלה (תיקון איסור פיטורים בעת היעדרות בשל מחלת ילד), התשפ""ב–2021, של חבר הכנסת אורי מקלב וקבוצת חברי הכנסת, שמספרה פ/2066/24. תודה.",מסמכים שהונחו על שולחן הכנסת,
,,מיקי לוי,,"היו""ר",תודה רבה למזכיר הכנסת.,4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,מיקי לוי,,"היו""ר","אנחנו ממשיכים בסדר-היום – הצעות להביע אי-אמון בממשלה. הראשונה – ממשלת ישראל מפירה ברגל גסה את החוק לקיזוז כספים ששילמה הרשות הפלסטינית בזיקה לטרור, ומשלמת בפועל למחבלים הפלסטינים, מטעם סיעת הליכוד. מנמק את ההצעה חבר הכנסת אבי דיכטר, בבקשה.",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,אבי דיכטר,הליכוד,,"אדוני היושב-ראש, אדוני השר, השרים, חברי הכנסת, באוגוסט האחרון, 2021, אחרי ביקורו של שר הביטחון, ליתר דיוק במהלך ביקורו של שר הביטחון גנץ ברמאללה אצל נשיא הרשות הפלסטינית מחמוד עבאס, יצאה הודעה על כך שישראל תעביר חצי מיליארד שקל לרשות הפלסטינית. אני מודה שהנורות האדומות נדלקו אצלי, ואני מניח שלא רק אצלי. מה זאת אומרת מעבירים חצי מיליארד שקל לרשות הפלסטינית? מאיזה מקור תקציבי? אני מזכיר לכם, לא היה תקציב באותה תקופה, הממשלה ומשרדי הממשלה תפקדו על בסיס 1 חלקי 12 בכל חודש בחודשו. אז התחלתי לבחון את הדברים, מאיפה מדינת ישראל משלמת חצי מיליארד שקל לרשות הפלסטינית, ועל מה. בעצם על מה כבר ידעתי; את היללות של הרשות הפלסטינית על זה שהיא קורסת כבר שמענו בכל מיני מקומות וקראנו בכל מיני מקומות. אבל זה שאנחנו גם מאמינים להם שהם קורסים כלכלית? בדקתי מאיפה הדברים צומחים.אדוני היושב-ראש, בכנסת הזו לפני 3.5 שנים, כמעט ארבע שנים, עבר החוק לקיזוז כספים מהרשות הפלסטינית על רקע המשכורות שהרשות הפלסטינית משלמת למחבלים ולמשפחות מחבלים פלסטינים בהיקף של 1.3 מיליארד שקל בשנה. אז זה היה 7% מהתקציב שלהם. ובחוק נקבעו כללים מאוד ברורים, מאוד נוקשים, והחוק הזה עבר כאן בכנסת ברוב מוחץ של 87 חברי כנסת. אני לא מכיר חוקים בסוגיה כזו, עם רגישות כזו, שעוברים ברוב כל כך מוחץ. היחידים שהצביעו נגד היו הרשימה הערבית המשותפת – שכללה אז גם את רע""מ – ומרצ.וכשהתחלתי להיכנס בעובי הקורה ולנסות להבין מאיפה נלקחו חצי מיליארד שקל – האוצר הסתיר את זה, יושב כאן השר חמד עמאר, שלבקשתי בכתב ענה תשובה כתובה, שכמובן לא נתנה שום תשובה על מקורות 500 מיליון השקל האלה שעברו לרשות. רק במעלה הדרך, ואחרי שגופים ציבוריים, לא הכנסת, עתרו לבית המשפט, התקבל מסמך של מדינת ישראל, של האוצר, שעוסק בשאלה מאיפה נלקחו הכספים. וראו איזה פלא, אתה רואה שבקיזוז הכספים מהרשות הפלסטינית, מהמיסים שישראל גובה עבור הרשות הפלסטינית על פי חוק, קוזזו מדי חודש בשלב מסוים 50 מיליון שקל ובהמשך 100 מיליון שקל, כשבעצם שתי תקופות קיזוז התכנסו להן ביחד. ואתה רואה שביולי 2021 מקזזים 100 מיליון שקל, ובאוגוסט, חודש לאחר מכן, צירוף מקרים עם ביקורו של שר הביטחון ברמאללה, אתה רואה שמקוזזים – כלום; נהפוך הוא, לא רק שלא מקזזים את 100 מיליון השקלים שהיו אמורים לקזז, אלא אתה רואה מינוס 300 מיליון שקל. זאת אומרת שנלקחו 300 מיליון שקל מהכספים האלה והוצאו – וכמובן שהחשד מתחיל להתעצם כשאתה מגיע לחודש דצמבר, כשכמובן בין אוגוסט, אותו חודש שהזכרתי, לבין דצמבר מקזזים מדי חודש בחודשו, על פי המסמך של משרד האוצר, אדוני היושב-ראש, 100 מיליון שקל טבין ותקילין, כפי שאמורים לקזז, למעט הפאלטה הזו של חודש אוגוסט, של 300 מיליון מינוס ועוד 100 מיליון שלא קוזזו, וביחד 400 מיליון שקל. ואתה רואה שבחודש דצמבר, כשאמורים היו לקזז 50 מיליון שקל, לא קיזזו את 50 מיליון השקל ונתנו 50 מיליון שקל, וביחד זה 100 מיליון שקל. וראה זה פלא – 400 ועוד 100 מיליון זה 500 מיליון שקל.",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,חמד עמאר,,השר במשרד האוצר,"אמרת 300 ועוד 100, זה 400.",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,אבי דיכטר,הליכוד,,"לא, זה באוגוסט. ועוד 100 מיליון בדצמבר.",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,חמד עמאר,,השר במשרד האוצר,"כמו שאמרת, 300 מיליון ועוד 100.",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
,,אבי דיכטר,הליכוד,,"לא, לא. אני אחזור.",4. ממשלה המעמיקה את פשעי ההתנחלות ואלימות המתנחלים,
